MAL_ID,Name,Score,Genres,sypnopsis
31933,JoJo no Kimyou na Bouken Part 4: Diamond wa Kudakenai,8.51,"Action, Adventure, Comedy, Supernatural, Drama, Shounen","The year is 1999. Morioh, a normally quiet and peaceful town, has recently become a hotbed of strange activity. Joutarou Kuujou, now a marine biologist, heads to the mysterious town to meet Jousuke Higashikata. While the two may seem like strangers at first, Jousuke is actually the illegitimate child of Joutarou's grandfather, Joseph Joestar. When they meet, Joutarou realizes that he may have more in common with Jousuke than just a blood relation. Along with the mild-mannered Kouichi Hirose and the boisterous Okuyasu Nijimura, the group dedicates themselves to investigating recent disappearances and other suspicious occurrences within Morioh. Aided by the power of Stands, the four men will encounter danger at every street corner, as it is up to them to unravel the town's secrets, before another occurs."
31964,Boku no Hero Academia,8.11,"Action, Comedy, School, Shounen, Super Power","The appearance of ""quirks,"" newly discovered super powers, has been steadily increasing over the years, with 80 percent of humanity possessing various abilities from manipulation of elements to shapeshifting. This leaves the remainder of the world completely powerless, and Izuku Midoriya is one such individual. Since he was a child, the ambitious middle schooler has wanted nothing more than to be a hero. Izuku's unfair fate leaves him admiring heroes and taking notes on them whenever he can. But it seems that his persistence has borne some fruit: Izuku meets the number one hero and his personal idol, All Might. All Might's quirk is a unique ability that can be inherited, and he has chosen Izuku to be his successor! Enduring many months of grueling training, Izuku enrolls in UA High, a prestigious high school famous for its excellent hero training program, and this year's freshmen look especially promising. With his bizarre but talented classmates and the looming threat of a villainous organization, Izuku will soon learn what it really means to be a hero."
32051,One Piece: Adventure of Nebulandia,7.3,"Action, Adventure, Comedy, Super Power, Fantasy, Shounen","This special will have the Straw Hats fight Foxy again in the New World on Nebulandia, an island that nullifies Devil Fruit powers."
32153,Mahou Shoujo Madoka★Magica: Concept Movie,7.11,"Drama, Magic, Psychological, Thriller","short four-minute concept film that served as a surprise unveil at Studio SHAFT's 40th anniversary event in Winter 2015, Madogatari. The concept movie is the core of a new Madoka Magica project, and serves as its trailer. The second short was later screened in Osaka, with the difference being a replacement of several imageboard segments."
32182,Mob Psycho 100,8.49,"Action, Slice of Life, Comedy, Supernatural","Eighth-grader Shigeo ""Mob"" Kageyama has tapped into his inner wellspring of psychic prowess at a young age. But the power quickly proves to be a liability when he realizes the potential danger in his skills. Choosing to suppress his power, Mob's only present use for his ability is to impress his longtime crush, Tsubomi, who soon grows bored of the same tricks. In order to effectuate control on his skills, Mob enlists himself under the wing of Arataka Reigen, a con artist claiming to be a psychic, who exploits Mob's powers for pocket change. Now, exorcising evil spirits on command has become a part of Mob's daily, monotonous life. However, the psychic energy he exerts is barely the tip of the iceberg; if his vast potential and unrestrained emotions run berserk, a cataclysmic event that would render him completely unrecognizable will be triggered. The progression toward Mob's explosion is rising and attempting to stop it is futile."
32188,Steins;Gate: Kyoukaimenjou no Missing Link - Divide By Zero,8.26,"Sci-Fi, Thriller","lternate 23rd episode of Steins;Gate , which leads into the story of Steins;Gate 0 . It was included with the Steins;Gate Complete Blu-ray Box."
32215,High School DxD BorN: Yomigaeranai Fushichou,7.44,"Action, Ecchi, Comedy, Harem, Romance, Demons, School",Unaired anime episode bundled with the limited edition of High School DxD DX.2.
32240,Code Geass: Boukoku no Akito 4 - Nikushimi no Kioku kara Picture Drama,6.7,"Military, Comedy, Ecchi",Picture drama included in the Code Geass: Boukoku no Akito 4 Blu-ray/DVD release.
32281,Kimi no Na wa.,8.96,"Romance, Supernatural, School, Drama","suha Miyamizu, a high school girl, yearns to live the life of a boy in the bustling city of Tokyo—a dream that stands in stark contrast to her present life in the countryside. Meanwhile in the city, Taki Tachibana lives a busy life as a high school student while juggling his part-time job and hopes for a future in architecture. One day, Mitsuha awakens in a room that is not her own and suddenly finds herself living the dream life in Tokyo—but in Taki's body! Elsewhere, Taki finds himself living Mitsuha's life in the humble countryside. In pursuit of an answer to this strange phenomenon, they begin to search for one another. Kimi no Na wa. revolves around Mitsuha and Taki's actions, which begin to have a dramatic impact on each other's lives, weaving them into a fabric held together by fate and circumstance."
32282,Shokugeki no Souma: Ni no Sara,8.21,"Ecchi, School, Shounen","The qualifiers of the Autumn Elections are now over, and only eight talented chefs remain. Now, they face off in one-on-one food wars, each with their own unique themes. Met with both new judges and new opponents all with their own specialties, Souma must stay on his toes if he hopes to make it to the top of both the Autumn Elections and Tootsuki Culinary Academy."
32380,Kono Subarashii Sekai ni Shukufuku wo!: Kono Subarashii Choker ni Shukufuku wo!,7.86,"Adventure, Comedy, Supernatural, Magic, Fantasy","hile exploring Wiz's magic shop with his party, Kazuma Satou finds a magical wish-granting choker and decides to try it on. Only then does Wiz tell him that the choker strangles its wearer to death in four days unless their desires are fulfilled. This wouldn't be a problem if Kazuma knew what his wish was. Fearing for Kazuma's life, Aqua, Megumin, and Lalatina ""Darkness"" Dustiness Ford all agree to do his bidding in order to satisfy his desires and hopefully grant his wish, no matter what he asks for..."
32437,One Piece: Long Ring Long Land-hen,6.74,"Action, Adventure, Comedy, Super Power, Drama, Fantasy, Shounen","75-minute recap of episodes 207-219, the Long Ring Long Land Arc."
32801,Dungeon ni Deai wo Motomeru no wa Machigatteiru Darou ka OVA,7.09,"Action, Adventure, Comedy, Fantasy, Romance","On their way back from the 18th floor, Hestia, Bell, and the others accidentally uncover a hidden, mystical hot spring, and they decide to stop by to refresh themselves until creatures lurking in the dark appear to attack them."
32863,Ansatsu Kyoushitsu 2nd Season: Kagaijugyou-hen,7.73,"Action, Comedy, School, Shounen","Shorts of Ansatsu Kyoushitsu (TV) 2nd Season which adapt chapters of the manga which are not in the TV series. The adapted chapters are 78 (""Takebayashi no Jikan"") and 79 (""Shihaisha no Jikan, Ni Jikanme""), which are published in the ninth manga volume."
32867,Bungou Stray Dogs 2nd Season,8.2,"Action, Mystery, Seinen, Super Power, Supernatural","Despite their differences in position, three men—the youngest senior executive of the Port Mafia, Osamu Dazai, the lowest ranking member, Sakunosuke Oda, and the intelligence agent, Angou Sakaguchi—gather at the Lupin Bar at the end of the day to relax and take delight in the company of friends. However, one night, Angou disappears. A photograph taken at the bar is all that is left of the three together. Fast forward to the present, and Dazai is now a member of the Armed Detective Agency. The Guild, an American gifted organization, has entered the fray and is intent on taking the Agency's work permit. They must now divide their attention between the two groups, the Guild and the Port Mafia, who oppose their very existence."
